Nr,Cod,Denumire,Denumire scurtă,Localitate,Localitate superioară,Județ,Statut,Tip unitate,Formă de proprietate
14882,3861101136,"ȘCOALA GIMNAZIALĂ, SAT RUSĂNEȘTI, COMUNA FÂRTĂȚEȘTI",SC GIM RUSANESTI FARTATESTI,RUSĂNEŞTI,FÂRTĂŢEŞTI,VÂLCEA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14883,1062105374,ŞCOALA GIMNAZIALĂ SAT SĂRILE COMUNA BISOCA,ȘC GIM SĂRILE,SĂRILE,BISOCA,BUZĂU,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14884,3762103967,"ȘCOALA GIMNAZIALĂ, SAT SÂRBI",S08 SÂRBI,SÂRBI,BANCA,VASLUI,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14885,2962100656,"ȘCOALA GIMNAZIALĂ, SAT SÂRCA, COMUNA SCORȚENI","ȘCOALA GIMNAZIALĂ, SAT SÂRCA, COMUNA SCORȚENI",BORDENII MARI,SCORŢENI,PRAHOVA,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14886,1062101067,ȘCOALA GIMNAZIALĂ SAT SCĂRIŞOARA COMUNA CISLĂU,ŞC GIM SCĂRIŞOARA CISLĂU,SCĂRIŞOARA,CISLĂU,BUZĂU,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14887,2962105946,"ȘCOALA GIMNAZIALĂ, SAT SCHIULEȘTI, COMUNA IZVOARELE",SCOALA GIM SCHIULESTI,SCHIULEŞTI,IZVOARELE,PRAHOVA,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14888,1062101854,ŞCOALA GIMNAZIALĂ SAT SCURTEŞTI COMUNA VADU PAŞII,ŞC. GIMN. SCURTEŞTI VADU PAŞII,SCURTEŞTI,VADU PAŞII,BUZĂU,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14889,2962101802,"ȘCOALA GIMNAZIALĂ, SAT SLON, COMUNA CERAȘU",SCOALA GIM SLON CERASU,SLON,CERAŞU,PRAHOVA,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14890,1062101836,ŞCOALA GIMNAZIALĂ SAT STĂNCEŞTI COMUNA VADU PAŞII,ŞC.GIM. STANCESTI VADU PASII,STĂNCEŞTI,VADU PAŞII,BUZĂU,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14891,2962104701,"ȘCOALA GIMNAZIALĂ, SAT STOENEȘTI, COMUNA ARICEȘTII RAHTIVANI",SCOALA GIM STOENESTI,STOENEŞTI,ARICEŞTII RAHTIVANI,PRAHOVA,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14892,2961102916,"ȘCOALA GIMNAZIALĂ, SAT STREJNICU, COMUNA TÂRGȘORUL VECHI",SCOALA GIM STREJNICU,STREJNICU,TÂRGŞORU VECHI,PRAHOVA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14893,3762100833,"ȘCOALA GIMNAZIALĂ, SAT ȘERBOTEȘTI",S08 ȘERBOTEȘTI,ŞERBOTEŞTI,SOLEŞTI,VASLUI,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14894,1062100731,ŞCOALA GIMNAZIALĂ SAT ŞTIUBEI COMUNA RÂMNICELU,ŞC.GIM. ŞTIUBEI,ŞTIUBEI,RÂMNICELU,BUZĂU,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14895,2462102539,ȘCOALA GIMNAZIALĂ SAT ȘUGATAG,SG SAT SUGATAG,SAT-ŞUGATAG,OCNA ŞUGATAG,MARAMUREŞ,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14896,2961102165,"ȘCOALA GIMNAZIALĂ, SAT TĂRICENI, COMUNA ȘIRNA",SCOALA GIM TARICENI,TĂRICENI,ŞIRNA,PRAHOVA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14897,2962101268,"ȘCOALA GIMNAZIALĂ, SAT TĂTĂRANI, COMUNA BĂRCĂNEȘTI",SCOALA GIMNAZIALA TATARANI,TĂTĂRANI,BĂRCĂNEŞTI,PRAHOVA,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14898,3861100863,"ȘCOALA GIMNAZIALĂ, SAT TINA, COMUNA LIVEZI",SC GIM TINA LIVEZI,TINA,LIVEZI,VÂLCEA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14899,3762102654,"ȘCOALA GIMNAZIALĂ, SAT TOMEȘTI",S08 TOMEȘTI,TOMEŞTI,POGANA,VASLUI,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14900,3762107017,"ȘCOALA GIMNAZIALĂ, SAT TRESTIANA",S08 TRESTIANA,TRESTIANA,GRIVIŢA,VASLUI,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14901,3861105072,"ȘCOALA GIMNAZIALĂ, SAT ȚEPEȘTI, COMUNA TETOIU",SC GIM TEPESTI TETOIU,ŢEPEŞTI,TETOIU,VÂLCEA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14902,3762104023,"ȘCOALA GIMNAZIALĂ, SAT ȚIFU",S08 ȚIFU,ŢIFU,BANCA,VASLUI,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14903,1062102674,ŞCOALA GIMNAZIALĂ SAT UDAŢI COMUNA SMEENI,ŞC.GIM. UDAŢI SMEENI,UDAŢI-LUCIENI,SMEENI,BUZĂU,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14904,3861105176,"ȘCOALA GIMNAZIALĂ, SAT UDREȘTI, COMUNA DĂNICEI",SC GIM UDRESTI DANICEI,UDREŞTI,DĂNICEI,VÂLCEA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14905,3861100619,"ȘCOALA GIMNAZIALĂ, SAT ULMETU, COMUNA COPĂCENI",SC GIM ULMETU COPACENI,ULMETU,COPĂCENI,VÂLCEA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14906,3762103836,"ȘCOALA GIMNAZIALĂ, SAT UNȚEȘTI",S08 UNȚEȘTI,UNŢEŞTI,BOGDĂNEŞTI,VASLUI,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14907,2962104289,"ȘCOALA GIMNAZIALĂ, SAT URLETA, COMUNA BĂNEȘTI",SCOALA GIMNAZIALA URLETA BANESTI,URLETA,BĂNEŞTI,PRAHOVA,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14908,3762102921,"ȘCOALA GIMNAZIALĂ, SAT URSOAIA",S08 URSOAIA,URSOAIA,IVĂNEŞTI,VASLUI,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14909,1062102095,ŞCOALA GIMNAZIALĂ SAT URSOAIA COMUNA VIPEREŞTI,ŞC. GIMN. URSOAIA VIPEREŞTI,URSOAIA,VIPEREŞTI,BUZĂU,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14910,3861100076,"ȘCOALA GIMNAZIALĂ, SAT URȘI, COMUNA STOILEȘTI",SC GIM URSI STOILESTI,URŞI,STOILEŞTI,VÂLCEA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14911,2962101015,"ȘCOALA GIMNAZIALĂ, SAT VALEA CUCULUI, COMUNA IORDĂCHEANU",SCOALA GIM VALEA CUCULUI,VALEA CUCULUI,IORDĂCHEANU,PRAHOVA,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14912,2962106576,"ȘCOALA GIMNAZIALĂ, SAT VALEA DULCE, COMUNA PODENII NOI",SCOALA GIM VALEA DULCE PODENI,VALEA DULCE,PODENII NOI,PRAHOVA,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14913,3861105244,"ȘCOALA GIMNAZIALĂ, SAT VALEA MARE, ORAȘ BĂBENI",SC GIM VALEA-MARE BABENI,VALEA MARE,ORAŞ BĂBENI,VÂLCEA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14914,1062102403,ŞCOALA GIMNAZIALĂ SAT VALEA PĂRULUI COMUNA BECENI,ŞC. GIMN. VALEA PĂRULUI,VALEA PĂRULUI,BECENI,BUZĂU,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14915,2962106445,"ȘCOALA GIMNAZIALĂ, SAT VALEA PLOPULUI, COMUNA POSEȘTI",SCOALA GIM VALEA PLOPULUI,VALEA PLOPULUI,POSEŞTI,PRAHOVA,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14916,2961106992,"ȘCOALA GIMNAZIALĂ, SAT VĂRBILA, COMUNA IORDĂCHEANU",SCOALA GIM VARBILA IORDACHEAN,VĂRBILA,IORDĂCHEANU,PRAHOVA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14917,1062100437,ŞCOALA GIMNAZIALĂ SAT VINTILEANCA COMUNA SĂHĂTENI,ŞC.GIM.VINTILEANCA,VINTILEANCA,SĂHĂTENI,BUZĂU,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14918,2962100891,"ȘCOALA GIMNAZIALĂ, SAT VITIOARA DE SUS, COMUNA PREDEAL-SĂRARI",SCOALA GIM VITIOARA DE SUS,VITIOARA DE SUS,PREDEAL-SĂRARI,PRAHOVA,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14919,1062103033,ŞCOALA GIMNAZIALĂ SAT ZOIŢA COMUNA ZIDURI,ŞC. GIMN. ZOIŢA ZIDURI,ZOIŢA,ZIDURI,BUZĂU,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14920,3561101638,ȘCOALA GIMNAZIALĂ SATCHINEZ,SC.GIM. SATCHINEZ,SATCHINEZ,SATCHINEZ,TIMIŞ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14921,3361103001,ȘCOALA GIMNAZIALĂ SATU MARE,ȘCOALA GIMNAZIALĂ SATU MARE,SATU MARE,SATU MARE,SUCEAVA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14922,862102425,Școala Gimnazială Satu Nou,Școala Gimnazială Satu Nou,SATU NOU,HĂLCHIU,BRAŞOV,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14923,2262105102,"ȘCOALA GIMNAZIALĂ, SATU NOU","SC GIM SATU NOU, COM. BELCESTI",SATU NOU,BELCEŞTI,IAŞI,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14924,2262100739,"ȘCOALA GIMNAZIALĂ, SATU NOU",SC GIM SATU NOU - COM. SCHITU DUCA,SATU NOU,SCHITU DUCA,IAŞI,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14925,462103129,ȘCOALA GIMNAZIALĂ SATU NOU,ȘCOALA GIMNAZIALĂ SATU NOU,SATU NOU,LIPOVA,BACĂU,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14926,2461103481,ȘCOALA GIMNAZIALĂ SATULUNG,SG SATULUNG,SATULUNG,SATULUNG,MARAMUREŞ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14927,162101552,"ȘCOALA GIMNAZIALĂ ""SAVA ALBESCU"" FENEȘ",S08 FENEȘ,FENEŞ,ORAŞ ZLATNA,ALBA,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14928,3261101778,"ŞCOALA GIMNAZIALĂ ""SAVA POPOVICI BARCIANU"" RĂŞINARI","SC GIM ""SAVA POPOVICI BARCIANU""",RĂŞINARI,RĂŞINARI,SIBIU,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14929,5262101425,ȘCOALA GIMNAZIALĂ „SAVIN POPESCU” GIURGIU,ȘC. GIMNAZIALĂ „SAVIN POPESCU”,GIURGIU,MUNICIPIUL GIURGIU,GIURGIU,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14930,3561101059,ȘCOALA GIMNAZIALĂ SĂCĂLAZ,SC.GIM. SĂCĂLAZ,SĂCĂLAZ,SĂCĂLAZ,TIMIŞ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14931,2461101226,ȘCOALA GIMNAZIALĂ SĂCĂLĂȘENI,SG SACALASENI,SĂCĂLĂŞENI,SĂCĂLĂŞENI,MARAMUREŞ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14932,3061101926,ȘCOALA GIMNAZIALĂ SĂCĂȘENI,S08 SĂCĂȘENI,SĂCĂŞENI,SĂCĂŞENI,SATU MARE,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14933,3262100646,ŞCOALA GIMNAZIALĂ SĂCEL,SC GIM SĂCEL,SĂCEL,ORAŞ SĂLIŞTE,SIBIU,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14934,2461100166,ȘCOALA GIMNAZIALĂ SĂCEL,SG SACEL,SĂCEL,SĂCEL,MARAMUREŞ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14935,1961104599,ȘCOALA GIMNAZIALĂ SĂCEL,S08 SACEL,SĂCEL,SĂCEL,HARGHITA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14936,1861105602,ȘCOALA GIMNAZIALĂ SĂCELU,ȘC. GIMN. SĂCELU,SĂCELU,SĂCELU,GORJ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14937,3461101056,ȘCOALA GIMNAZIALĂ SĂCENI,ȘC GIM SĂCENI,SĂCENI,SĂCENI,TELEORMAN,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14938,1261104655,"ȘCOALA GIMNAZIALĂ SĂCUIEU, COM. SĂCUIEU","ȘCOALA GIMNAZIALĂ SĂCUIEU, COM. SĂCUIEU",SĂCUIEU,SĂCUIEU,CLUJ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14939,2061100041,ȘCOALA GIMNAZIALĂ SĂLAȘU DE SUS,ȘCOALA GIMNAZIALĂ SĂLAȘU DE SUS,SĂLAŞU DE SUS,SĂLAŞU DE SUS,HUNEDOARA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14940,2161101384,ŞCOALA GIMNAZIALĂ SĂLCIOARA,ŞC.GIMNAZIALĂ SĂLCIOARA,SĂLCIOARA,SĂLCIOARA,IALOMIŢA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14941,3662100138,ȘCOALA GIMNAZIALĂ SĂLCIOARA,ȘCOALA SĂLCIOARA,SĂLCIOARA,JURILOVCA,TULCEA,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14942,1661105894,ȘCOALA GIMNAZIALĂ SĂLCUȚA,SCOALA GIM. SALCUTA,SĂLCUŢA,SĂLCUŢA,DOLJ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14943,1662101361,ȘCOALA GIMNAZIALĂ SĂLCUȚA-CALOPĂR,SCOALA GIM. SALCUTA-CALOPAR,SĂLCUŢA,CALOPĂR,DOLJ,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14944,2461103291,ȘCOALA GIMNAZIALĂ SĂLSIG,SG SALSIG,SĂLSIG,SĂLSIG,MARAMUREŞ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14945,362102609,ȘCOALA GIMNAZIALĂ SĂMARA,ȘC.GIM. SĂMARA,SĂMARA,POIANA LACULUI,ARGEŞ,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14946,1662101212,ȘCOALA GIMNAZIALĂ SĂRATA,SCOALA GIM. SARATA,SĂRATA,CĂLĂRAŞI,DOLJ,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14947,1462103185,Școala Gimnazială Sărămaș,ȘC. GIM. SĂRĂMAȘ,SĂRĂMĂŞ,BARCANI,COVASNA,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14948,2161100962,ŞCOALA GIMNAZIALĂ SĂRĂŢENI,ŞC.GIMNAZIALĂ SĂRĂŢENI,SĂRĂŢENI,SĂRĂŢENI,IALOMIŢA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14949,2661105028,ȘCOALA GIMNAZIALĂ SĂRĂȚENI,ȘC. GIMN. SĂRĂŢENI,SĂRĂŢENI,SĂRĂŢENI,MUREŞ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14950,3062102348,ȘCOALA GIMNAZIALĂ SĂRĂUAD,S08 SĂRĂUAD,SĂRĂUAD,ORAŞ TĂŞNAD,SATU MARE,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14951,1662103467,ȘCOALA GIMNAZIALĂ SĂRBĂTOAREA,SCOALA GIM. SARBATOAREA,SĂRBĂTOAREA,BUCOVĂŢ,DOLJ,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14952,2662102251,ȘCOALA GIMNAZIALĂ SĂRMĂȘEL GARĂ,ȘC. GIMN. SĂRMAŞEL GARĂ,SĂRMĂŞEL-GARĂ,ORAŞ SARMAŞU,MUREŞ,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14953,161102657,ȘCOALA GIMNAZIALĂ SĂSCIORI,S08 SĂSCIORI,SĂSCIORI,SĂSCIORI,ALBA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14954,3061101451,ȘCOALA GIMNAZIALĂ SĂUCA,S08 SĂUCA,SĂUCA,SĂUCA,SATU MARE,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14955,1861105665,ȘCOALA GIMNAZIALĂ SĂULEȘTI,ȘC. GIMN. SĂULEȘTI,SĂULEŞTI,SĂULEŞTI,GORJ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14956,2161101217,ŞCOALA GIMNAZIALĂ SĂVENI,ŞC.GIMNAZIALĂ SĂVENI,SĂVENI,SĂVENI,IALOMIŢA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14957,2262100178,"ȘCOALA GIMNAZIALĂ, SĂVENI",SC GIM SAVENI,SĂVENI,GROPNIŢA,IAŞI,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14958,1861106015,"ȘCOALA GIMNAZIALĂ SÂMBOTIN, SCHELA","ȘC. GIMN. SÂMBOTIN, SCHELA",SÂMBOTIN,SCHELA,GORJ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14959,2861104693,ȘCOALA GIMNAZIALĂ SÂMBUREȘTI,ȘCOALA GIMNAZIALĂ SÂMBUREȘTI,SÂMBUREŞTI,SÂMBUREŞTI,OLT,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14960,3561100967,ȘCOALA GIMNAZIALĂ SÂNANDREI,SC.GIM. SÂNANDREI,SÂNANDREI,SÂNANDREI,TIMIŞ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14961,2661108411,ȘCOALA GIMNAZIALĂ SÂNCRAIU DE MUREŞ,ȘC. GIMN. SÂNCRAIU DE MUREŞ,SÂNCRAIU DE MUREŞ,SÂNCRAIU DE MUREŞ,MUREŞ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14962,2661105159,ȘCOALA GIMNAZIALĂ SÂNGER,ŞC. GIMN. SÂNGER,SÂNGER,SÂNGER,MUREŞ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14963,162105538,ȘCOALA GIMNAZIALĂ SÂNMICLAUȘ,S08 SÂNMICLAUȘ,SÂNMICLĂUŞ,ŞONA,ALBA,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14964,661101273,ȘCOALA GIMNAZIALĂ SÂNMIHAIU DE CÂMPIE,ȘC GIM SÂNMIHAIU DE CÂMPIE,SÂNMIHAIU DE CÂMPIE,SÂNMIHAIU DE CÂMPIE,BISTRIŢA-NĂSĂUD,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14965,3561101742,ȘCOALA GIMNAZIALĂ SÂNMIHAIU ROMÂN,SC.GIM. SÂNMIHAIU ROMÂN,SÂNMIHAIU ROMÂN,SÂNMIHAIU ROMÂN,TIMIŞ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14966,1262100701,"ȘCOALA GIMNAZIALĂ SÂNNICOARA, COM. APAHIDA","ȘCOALA GIMNAZIALĂ SÂNNICOARA, COM. APAHIDA",SÂNNICOARĂ,APAHIDA,CLUJ,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14967,2662104701,ȘCOALA GIMNAZIALĂ SÂNPAUL,ŞC. GIMN. SÂNPAUL,SÂNPAUL,SÂNPAUL,MUREŞ,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14968,861100952,Școala Gimnazială Sânpetru,Școala Gimnazială Sânpetru,SÂNPETRU,SÂNPETRU,BRAŞOV,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14969,261100423,ŞCOALA GIMNAZIALĂ SÂNTANA,ŞCOALA GIMNAZIALĂ SÂNTANA,SÂNTANA,ORAŞ SÂNTANA,ARAD,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14970,2662102658,ȘCOALA GIMNAZIALĂ SÂNTIOANA,SC. GIMN. SÂNTIOANA,SÂNTIOANA,VIIŞOARA,MUREŞ,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14971,2662106757,ȘCOALA GIMNAZIALĂ SÂNTIOANA DE MUREȘ,SC. GIMN. SÂNTIOANA DE MUREŞ,SÂNTIOANA DE MUREŞ,PĂNET,MUREŞ,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14972,3461100982,ȘCOALA GIMNAZIALĂ SÂRBENI,ȘC GIM SÂRBENI,SÂRBENII DE JOS,SÂRBENI,TELEORMAN,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14973,2262104666,"ȘCOALA GIMNAZIALĂ, SÂRCA",SC GIM SARCA,SÂRCA,BĂLŢAŢI,IAŞI,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14974,1661102023,ȘCOALA GIMNAZIALĂ SCAEȘTI,SCOALA GIM. SCAESTI,SCĂEŞTI,SCĂEŞTI,DOLJ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14975,461107418,ŞCOALA GIMNAZIALĂ „SCARLAT LONGHIN” DOFTEANA,ŞCOALA GIMNAZIALĂ „SCARLAT LONGHIN” DOFTEANA,DOFTEANA,DOFTEANA,BACĂU,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14976,2861100712,ȘCOALA GIMNAZIALĂ SCĂRIȘOARA,ȘCOALA GIMNAZIALĂ SCĂRIȘOARA,SCĂRIŞOARA,SCĂRIŞOARA,OLT,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14977,161103007,ȘCOALA GIMNAZIALĂ SCĂRIȘOARA,S08 SCĂRIȘOARA,SCĂRIŞOARA,SCĂRIŞOARA,ALBA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14978,2161100971,ŞCOALA GIMNAZIALĂ SCÂNTEIA,ŞC.GIMNAZIALĂ SCÂNTEIA,SCÂNTEIA,SCÂNTEIA,IALOMIŢA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14979,1562100045,ȘCOALA GIMNAZIALĂ SCHEIU DE JOS LUDEȘTI,ȘCOALA GIMNAZIALĂ SCHEIU DE JOS LUDEȘTI,SCHEIU DE JOS,LUDEŞTI,DÂMBOVIŢA,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14980,2861100576,ȘCOALA GIMNAZIALĂ SCHITU,ȘCOALA GIMNAZIALĂ SCHITU,SCHITU,SCHITU,OLT,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14981,1361205675,ŞCOALA GIMNAZIALĂ 'SCHOOL OF LONDON' CONSTANŢA,ŞC GIM 'SCHOOL OF LONDON' CONSTANŢA,CONSTANŢA,MUNICIPIUL CONSTANŢA,CONSTANŢA,Cu personalitate juridică,Unitate de învățământ,Privată
14982,1861104619,ȘCOALA GIMNAZIALĂ SCOARȚA,ȘC. GIMN. SCOARȚA,SCOARŢA,SCOARŢA,GORJ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14983,2261102714,"ȘCOALA GIMNAZIALĂ, SCOBINŢI",SC GIM SCOBINTI,SCOBINŢI,SCOBINŢI,IAŞI,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14984,3262103016,ŞCOALA GIMNAZIALĂ SCOREIU,SC GIM SCOREIU,SCOREIU,PORUMBACU DE JOS,SIBIU,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14985,461107282,ŞCOALA GIMNAZIALĂ SCORŢENI,ȘCOALA GIMNAZIALĂ SCORȚENI,SCORŢENI,SCORŢENI,BACĂU,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14986,3461100209,ȘCOALA GIMNAZIALĂ SCURTU MARE,ȘC GIM SCURTU MARE,SCURTU MARE,SCURTU MARE,TELEORMAN,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14987,2861100499,ȘCOALA GIMNAZIALĂ SEACA,ȘCOALA GIMNAZIALĂ SEACA,SEACA,SEACA,OLT,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14988,3461100557,ȘCOALA GIMNAZIALĂ SEACA,ȘC GIM SEACA,SEACA,SEACA,TELEORMAN,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14989,1661105935,ȘCOALA GIMNAZIALĂ SEACA DE CÂMP,SCOALA GIM. SEACA DE CAMP,SEACA DE CÂMP,SEACA DE CÂMP,DOLJ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14990,4061207611,"Şcoala Gimnazială ""SEB""","Şc. Gimnazială ""SEB""",BUCUREŞTI SECTORUL 4,MUNICIPIUL BUCUREŞTI,MUNICIPIUL BUCUREŞTI,Cu personalitate juridică,Unitate de învățământ,Privată
14991,161102494,"ȘCOALA GIMNAZIALĂ ""SEBEȘ PAL"" RIMETEA",S08 RIMETEA,RÂMETEA,RÂMETEA,ALBA,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14992,662103551,ȘCOALA GIMNAZIALĂ SEBIȘ,ȘC GIM SEBIȘ,SEBIŞ,ŞIEUŢ,BISTRIŢA-NĂSĂUD,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14993,1661105917,ȘCOALA GIMNAZIALĂ SECU,SCOALA GIM. SECU,SECU,SECU,DOLJ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14994,461107196,ŞCOALA GIMNAZIALĂ SECUIENI,ŞCOALA GIMNAZIALĂ SECUIENI,SECUIENI,SECUIENI,BACĂU,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14995,261100301,ŞCOALA GIMNAZIALĂ SECUSIGIU,ŞCOALA GIMNAZIALĂ SECUSIGIU,SECUSIGIU,SECUSIGIU,ARAD,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14996,1661104622,ȘCOALA GIMNAZIALĂ SEGARCEA,SCOALA GIM. SEGARCEA,SEGARCEA,ORAŞ SEGARCEA,DOLJ,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14997,3461100123,ȘCOALA GIMNAZIALĂ SEGARCEA VALE,ȘC GIM SEGARCEA VALE,SEGARCEA-VALE,SEGARCEA-VALE,TELEORMAN,Cu personalitate juridică,Unitate de învățământ,Publică de interes naţional şi local
14998,2662105367,ŞCOALA GIMNAZIALĂ SELEUŞ,ŞC. GIMN. SELEUŞ,SELEUŞ,DANEŞ,MUREŞ,Arondată,Unitate de învățământ,Publică de interes naţional şi local
14999,2662105679,ȘCOALA GIMNAZIALĂ SENEREUŞ,ȘC. GIMN. SENEREUŞ,SENEREUŞ,BĂLĂUŞERI,MUREŞ,Arondată,Unitate de învățământ,Publică de interes naţional şi local
